100000	1000
100500	1000
101000	1000
101500	1000
102000	1001
102500	1001
103000	1001
103500	1001
104000	1002
104500	1002
105000	1002
105500	1002
106000	1003
106500	1003
107000	1003
107500	1003
108000	1004
108500	1004
109000	1004
109500	1004
110000	1005
110500	1005
111000	1005
111500	1005
112000	1006
112500	1006
113000	1006
113500	1006
114000	1007
114500	1007
115000	1007
115500	1007
116000	1008
116500	1008
117000	1008
117500	1008
118000	1009
118500	1009
119000	1009
119500	1009
120000	1010
120500	1010
121000	1010
121500	1010
122000	1011
122500	1011
123000	1011
123500	1011
124000	1012
124500	1012
125000	1012
125500	1012
126000	1013
126500	1013
127000	1013
127500	1013
128000	1014
128500	1014
129000	1014
129500	1014
130000	1015
130500	1015
131000	1015
131500	1015
132000	1016
132500	1016
133000	1016
133500	1016
134000	1017
134500	1017
135000	1017
135500	1017
136000	1018
136500	1018
137000	1018
137500	1018
138000	1019
138500	1019
139000	1019
139500	1019
140000	1020
140500	1020
141000	1020
141500	1020
142000	1021
142500	1021
143000	1021
143500	1021
144000	1022
144500	1022
145000	1022
145500	1022
146000	1023
146500	1023
147000	1023
147500	1023
148000	1024
148500	1024
149000	1024
149500	1024
150000	1025
150500	1025
151000	1025
151500	1025
152000	1026
152500	1026
153000	1026
153500	1026
154000	1027
154500	1027
155000	1027
155500	1027
156000	1028
156500	1028
157000	1028
157500	1028
158000	1029
158500	1029
159000	1029
159500	1029
160000	1030
160500	1030
161000	1030
161500	1030
162000	1031
162500	1031
163000	1031
163500	1031
164000	1032
164500	1032
165000	1032
165500	1032
166000	1033
166500	1033
167000	1033
167500	1033
168000	1034
168500	1034
169000	1034
169500	1034
170000	1035
170500	1035
171000	1035
171500	1035
172000	1036
172500	1036
173000	1036
173500	1036
174000	1037
174500	1037
175000	1037
175500	1037
176000	1038
176500	1038
177000	1038
177500	1038
178000	1039
178500	1039
179000	1039
179500	1039
180000	1040
180500	1040
181000	1040
181500	1040
182000	1041
182500	1041
183000	1041
183500	1041
184000	1042
184500	1042
185000	1042
185500	1042
186000	1043
186500	1043
187000	1043
187500	1043
188000	1044
188500	1044
189000	1044
189500	1044
190000	1045
190500	1045
191000	1045
191500	1045
192000	1046
192500	1046
193000	1046
193500	1046
194000	1047
194500	1047
195000	1047
195500	1047
196000	1048
196500	1048
197000	1048
197500	1048
198000	1049
198500	1049
199000	1049
199500	1049
200000	1050
200500	1050
201000	1050
201500	1050
202000	1051
202500	1051
203000	1051
203500	1051
204000	1052
204500	1052
205000	1052
205500	1052
206000	1053
206500	1053
207000	1053
207500	1053
208000	1054
208500	1054
209000	1054
209500	1054
210000	1055
210500	1055
211000	1055
211500	1055
212000	1056
212500	1056
213000	1056
213500	1056
214000	1057
214500	1057
215000	1057
215500	1057
216000	1058
216500	1058
217000	1058
217500	1058
218000	1059
218500	1059
219000	1059
219500	1059
220000	1060
220500	1060
221000	1060
221500	1060
222000	1061
222500	1061
223000	1061
223500	1061
224000	1062
224500	1062
225000	1062
225500	1062
226000	1063
226500	1063
227000	1063
227500	1063
228000	1064
228500	1064
229000	1064
229500	1064
230000	1065
230500	1065
231000	1065
231500	1065
232000	1066
232500	1066
233000	1066
233500	1066
234000	1067
234500	1067
235000	1067
235500	1067
236000	1068
236500	1068
237000	1068
237500	1068
238000	1069
238500	1069
239000	1069
239500	1069
240000	1070
240500	1070
241000	1070
